Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
1389917,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,IL,60445,Web,05/22/2015,05/22/2015,Equifax,Closed with explanation,Yes,Yes
1388848,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,FL,33180,Web,05/22/2015,05/22/2015,Experian,In progress,Yes,
1390057,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92625,Web,05/22/2015,05/22/2015,"Pinnacle Credit Services, LLC",Closed,Yes,Yes
1388846,Consumer loan,Installment loan,Taking out the loan or lease,,MI,48235,Web,05/22/2015,05/28/2015,Atlanticus Services Corporation,Closed,Yes,
1390060,Bank account or service,Checking account,Problems caused by my funds being low,,TN,38120,Web,05/22/2015,05/23/2015,Wells Fargo,Closed with explanation,Yes,Yes
1388852,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TN,37803,Web,05/22/2015,05/22/2015,Movement Mortgage,Closed with explanation,Yes,
1389082,Consumer loan,Vehicle loan,Problems when you are unable to pay,,IL,61615,Web,05/22/2015,05/22/2015,Hyundai Capital America,Closed with non-monetary relief,Yes,
1388850,Mortgage,Other mortgage,"Application, originator, mortgage broker",,MA,02127,Referral,05/22/2015,05/28/2015,RBS Citizens,In progress,Yes,
1389898,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,CA,93535,Web,05/22/2015,05/22/2015,Reverse Mortgage Solutions,Closed with explanation,Yes,
1388905,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MD,21236,Phone,05/22/2015,05/22/2015,Citibank,Closed with explanation,Yes,
1388869,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,SC,29073,Fax,05/22/2015,05/28/2015,First Citizens,Closed with explanation,Yes,
1388854,Credit card,,Unsolicited issuance of credit card,,PA,18018,Phone,05/22/2015,05/28/2015,PayPal,Closed with explanation,Yes,
1388853,Money transfers,Domestic (US) money transfer,Incorrect/missing disclosures or info,,NH,03801,Web,05/22/2015,05/22/2015,Western Union,Closed with explanation,Yes,
1389901,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33324,Referral,05/22/2015,06/09/2015,JPMorgan Chase,Closed with explanation,Yes,
1388877,Payday loan,,Received a loan I didn't apply for,,PA,15101,Web,05/22/2015,05/28/2015,Delbert Services,Closed with explanation,Yes,
1388876,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,PA,19142,Web,05/22/2015,06/10/2015,JPMorgan Chase,Closed with explanation,Yes,
1388891,Credit card,,Rewards,,FL,33764,Web,05/22/2015,05/22/2015,U.S. Bancorp,Closed with monetary relief,Yes,
1388885,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IL,60523,Web,05/22/2015,05/22/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1389007,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,LA,70401,Web,05/22/2015,06/01/2015,"Emory Enterprises, LLC",Untimely response,No,
1388915,Credit card,,Closing/Cancelling account,,OH,45208,Web,05/22/2015,05/22/2015,Bank of America,Closed with explanation,Yes,
1388937,Debt collection,,Communication tactics,Threatened to take legal action,MO,63031,Web,05/22/2015,05/22/2015,"MNE Services, Inc",Closed with explanation,Yes,
1388920,Bank account or service,Checking account,Problems caused by my funds being low,,IN,46060,Referral,05/22/2015,05/27/2015,KeyBank NA,Closed with explanation,Yes,
1388931,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,32754,Web,05/22/2015,05/22/2015,Genesis Lending,Closed with explanation,Yes,
1388999,Credit reporting,,Incorrect information on credit report,Account status,MD,20784,Web,05/22/2015,05/28/2015,TransUnion,Closed with explanation,Yes,
1388959,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,GA,30034,Web,05/22/2015,05/22/2015,SunTrust Bank,Closed with explanation,Yes,
1388944,Debt collection,Medical,Communication tactics,Frequent or repeated calls,MO,65565,Web,05/22/2015,05/29/2015,"Valarity, LLC",Closed with explanation,Yes,
1388993,Credit reporting,,Incorrect information on credit report,Public record,OH,44333,Web,05/22/2015,05/22/2015,Experian,Closed with non-monetary relief,Yes,
1388970,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,TX,77498,Web,05/22/2015,05/22/2015,Equifax,Closed with explanation,Yes,
1388988,Consumer loan,Vehicle loan,Problems when you are unable to pay,,AZ,85713,Web,05/22/2015,05/22/2015,"American Credit Acceptance, LLC",In progress,Yes,
1389078,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,TX,75230,Phone,05/22/2015,06/05/2015,"Dynia & Associates, LLC",Closed with explanation,Yes,
1389016,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,GA,31329,Web,05/22/2015,05/22/2015,Performant Financial Corporation,Closed with explanation,Yes,
1389034,Credit card,,APR or interest rate,,TX,78732,Postal mail,05/22/2015,06/04/2015,GE Capital Retail,Closed with explanation,Yes,
1389070,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PA,19046,Web,05/22/2015,05/28/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1389066,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Referral,05/22/2015,05/28/2015,SunTrust Bank,Closed with explanation,Yes,
1389065,Credit card,,Credit card protection / Debt protection,,,,Web,05/22/2015,05/28/2015,"Cedars Business Services, LLC",Closed with explanation,Yes,Yes
1389870,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,91206,Web,05/22/2015,05/22/2015,GE Capital Retail,Closed with monetary relief,Yes,
1389155,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,ID,83338,Web,05/22/2015,05/22/2015,Comerica,Closed with monetary relief,Yes,
1389154,Credit card,,Billing statement,,TX,77041,Web,05/22/2015,05/22/2015,Wells Fargo,Closed with monetary relief,Yes,
1389138,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TN,37069,Web,05/22/2015,05/22/2015,"Southwest Credit Systems, L.P.",Closed with explanation,Yes,
1389119,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,RI,02895,Web,05/22/2015,05/26/2015,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,
1389117,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90814,Referral,05/22/2015,05/28/2015,Wells Fargo,Closed with explanation,Yes,
1389140,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IL,60478,Web,05/22/2015,05/22/2015,Fifth Third Bank,Closed with explanation,Yes,
1389112,Bank account or service,Checking account,Deposits and withdrawals,,AZ,86305,Referral,05/22/2015,05/28/2015,GE Capital Retail,Closed with explanation,Yes,
1389144,Bank account or service,Checking account,Deposits and withdrawals,,FL,32804,Referral,05/22/2015,05/27/2015,Bank of America,Closed with explanation,Yes,Yes
1389147,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92871,Phone,05/22/2015,05/22/2015,Freedom Mortgage,Closed with explanation,Yes,
1389859,Consumer loan,Vehicle lease,Shopping for a loan or lease,,NV,,Web,05/22/2015,05/22/2015,Ally Financial Inc.,Closed with explanation,Yes,
1389372,Credit reporting,,Incorrect information on credit report,Account status,OH,44485,Fax,05/22/2015,06/08/2015,Equifax,In progress,Yes,
1389175,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,IN,46221,Postal mail,05/22/2015,05/28/2015,"Green Tree Servicing, LLC",In progress,Yes,
1389173,Mortgage,Conventional adjustable mortgage (ARM),Other,,FL,33624,Referral,05/22/2015,06/04/2015,Wells Fargo,Closed with explanation,Yes,
1389109,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MN,55434,Web,05/22/2015,05/22/2015,U.S. Bancorp,Closed with explanation,Yes,
1389101,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TX,78240,Web,05/22/2015,05/29/2015,National Check Resolution Inc.,Closed,Yes,
1389373,Credit reporting,,Incorrect information on credit report,Account status,OH,44485,Fax,05/22/2015,06/08/2015,Experian,Closed with explanation,Yes,
1388361,Credit reporting,,Incorrect information on credit report,Account status,UT,84115,Web,05/22/2015,05/22/2015,TransUnion,Closed with explanation,Yes,Yes
1389179,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,19136,Web,05/22/2015,05/22/2015,Seterus,In progress,Yes,
1389183,Credit card,,Other,,AZ,85226,Web,05/22/2015,05/27/2015,PayPal,Closed with explanation,Yes,
1389825,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,95030,Web,05/22/2015,05/22/2015,Nationstar Mortgage,In progress,Yes,
1388432,Bank account or service,Checking account,Problems caused by my funds being low,,MA,01545,Referral,05/22/2015,05/27/2015,Bank of America,Closed with monetary relief,Yes,
1388371,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IN,46032,Web,05/22/2015,05/22/2015,Citibank,Closed with explanation,Yes,
1388395,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,07102,Web,05/22/2015,05/22/2015,"Green Tree Servicing, LLC",Closed with explanation,Yes,
1389374,Credit reporting,,Incorrect information on credit report,Account status,OH,44485,Fax,05/22/2015,06/08/2015,TransUnion,In progress,Yes,
1388606,Bank account or service,Savings account,"Account opening, closing, or management",,NJ,08021,Web,05/22/2015,05/22/2015,Wells Fargo,Closed with explanation,Yes,
1388393,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,15330,Web,05/22/2015,05/22/2015,Carrington Mortgage,Closed with explanation,Yes,
1389368,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,14120,Web,05/22/2015,05/22/2015,Ocwen,Closed with explanation,Yes,
1388392,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,90034,Web,05/22/2015,05/28/2015,"Herbert P. Sears Co., Inc.",Closed with explanation,Yes,
1389592,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,91423,Web,05/22/2015,05/22/2015,Bank of America,Closed with explanation,Yes,Yes
1389603,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,33603,Web,05/22/2015,05/22/2015,The Law Offices of Mitchell D. Bluhm & Associates,Closed with non-monetary relief,Yes,
1389554,Consumer loan,Installment loan,Managing the loan or lease,,GA,30327,Web,05/22/2015,05/28/2015,TD Bank,Closed with explanation,Yes,
1387534,Mortgage,FHA mortgage,Credit decision / Underwriting,,FL,33065,Web,05/21/2015,05/21/2015,Regions,In progress,Yes,
1387191,Credit reporting,,Incorrect information on credit report,Public record,FL,32257,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1387536,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TX,77632,Web,05/21/2015,05/21/2015,"Enova International, Inc.",Closed with explanation,Yes,
1387782,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,78261,Referral,05/21/2015,05/27/2015,Bank of America,In progress,Yes,
1386899,Credit card,,Rewards,,CA,94705,Fax,05/21/2015,05/27/2015,Amex,Closed with explanation,Yes,
1388588,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30290,Referral,05/21/2015,05/28/2015,Wells Fargo,In progress,Yes,
1388665,Mortgage,Conventional fixed mortgage,Settlement process and costs,,FL,33578,Web,05/21/2015,05/22/2015,Real Time Resolutions,In progress,Yes,
1387062,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,SC,29856,Referral,05/21/2015,05/27/2015,Ocwen,Closed with explanation,Yes,
1387637,Credit reporting,,Incorrect information on credit report,Personal information,MO,65203,Web,05/21/2015,05/21/2015,Experian,Closed with explanation,Yes,Yes
1388620,Consumer loan,Vehicle loan,Managing the loan or lease,,NY,14486,Web,05/21/2015,05/22/2015,Santander Consumer USA,Closed with explanation,Yes,
1386955,Credit card,,Transaction issue,,CT,06460,Web,05/21/2015,05/21/2015,Capital One,Closed with monetary relief,Yes,
1386979,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,KY,41051,Phone,05/21/2015,05/22/2015,Round Point Mortgage,Closed with explanation,Yes,Yes
1387793,Student loan,Non-federal student loan,Dealing with my lender or servicer,,AZ,85379,Web,05/21/2015,05/21/2015,Genesis Lending,Closed with explanation,Yes,
1387783,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,78261,Referral,05/21/2015,05/28/2015,M&T Bank,In progress,Yes,
1386957,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,MO,63116,Web,05/21/2015,05/21/2015,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
1387796,Debt collection,,Communication tactics,Frequent or repeated calls,FL,34786,Web,05/21/2015,05/21/2015,"McCarthy, Burgess & Wolff, Inc.",Closed with explanation,Yes,
1387799,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,FL,33139,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1386958,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OR,97080,Phone,05/21/2015,05/27/2015,"Halsted Financial Services, LLC.",Closed with explanation,Yes,
1388530,Debt collection,Federal student loan,Communication tactics,Used obscene/profane/abusive language,FL,33141,Web,05/21/2015,05/22/2015,"Reliant Capital Solutions, LLC",Closed with explanation,Yes,
1386880,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TX,77034,Phone,05/21/2015,05/22/2015,"National Credit Adjusters, LLC",Closed with explanation,Yes,
1386562,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,95136,Referral,05/21/2015,05/27/2015,Nationstar Mortgage,Closed with explanation,Yes,
1386886,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CT,06880,Web,05/21/2015,05/27/2015,"The CMI Group, Inc.",Closed with explanation,Yes,
1387488,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,SC,29403,Web,05/21/2015,05/21/2015,"First Financial Asset Management, Inc.",Untimely response,No,
1386934,Payday loan,,Payment to acct not credited,,TN,38118,Web,05/21/2015,05/21/2015,"SFS, Inc",Closed with explanation,No,
1386475,Mortgage,Other mortgage,Other,,KY,41005,Referral,05/21/2015,05/27/2015,HSBC,Closed with explanation,Yes,
1387091,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,94610,Referral,05/21/2015,05/27/2015,Capital One,Closed with explanation,Yes,Yes
1389889,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,IN,47403,Web,05/21/2015,05/22/2015,Wright & Lerch Attorneys At Law,Closed with non-monetary relief,Yes,
1388478,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,LA,70127,Web,05/21/2015,05/28/2015,Resurgent Capital Services L.P.,Closed with non-monetary relief,Yes,
1389912,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,FL,33319,Web,05/21/2015,05/22/2015,"Stoneleigh Recovery Associates, LLC",Closed with non-monetary relief,Yes,Yes
1386881,Credit reporting,,Incorrect information on credit report,Account terms,FL,33308,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1387072,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MN,55385,Web,05/21/2015,05/21/2015,TransUnion,Closed with non-monetary relief,Yes,
1386941,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Sued w/o proper notification of suit,MI,48722,Web,05/21/2015,06/03/2015,"Cohen, Roberts & Associates, LLC",Closed with explanation,Yes,
1387800,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NH,03801,Web,05/21/2015,05/21/2015,TransUnion,In progress,Yes,
1389883,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,CA,90078,Web,05/21/2015,05/22/2015,Bank of America,In progress,Yes,
1386401,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,92623,Web,05/21/2015,05/21/2015,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,
1386967,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,34983,Referral,05/21/2015,05/27/2015,JPMorgan Chase,In progress,Yes,
1386624,Credit card,,Credit determination,,NY,14472,Web,05/21/2015,05/27/2015,GE Capital Retail,Closed with non-monetary relief,Yes,
1387769,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79410,Web,05/21/2015,05/21/2015,Experian,In progress,Yes,
1387770,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79410,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1387489,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,AZ,85259,Web,05/21/2015,05/27/2015,Banco Popular North America,Closed with explanation,Yes,
1387774,Prepaid card,General purpose card,Fraud or scam,,KY,40356,Web,05/21/2015,05/28/2015,Blackhawk Network Holdings Inc.,Closed with monetary relief,Yes,
1386891,Credit card,,Other,,KY,41051,Web,05/21/2015,05/27/2015,PayPal,Closed with explanation,Yes,Yes
1387934,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,AL,35613,Web,05/21/2015,05/21/2015,JPMorgan Chase,In progress,Yes,
1387778,Credit card,,Billing disputes,,PA,19382,Web,05/21/2015,05/21/2015,Citibank,Closed with explanation,Yes,Yes
1387801,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,76016,Phone,05/21/2015,05/28/2015,"Amsher Collection Services, Inc.",Closed with explanation,Yes,
1387726,Debt collection,,Disclosure verification of debt,Not disclosed as an attempt to collect,VA,22407,Web,05/21/2015,05/21/2015,Nations Recovery Center,Closed with non-monetary relief,Yes,
1388680,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,CA,95608,Web,05/21/2015,05/28/2015,Grant & Weber,Closed with explanation,Yes,
1387728,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Referral,05/21/2015,05/27/2015,Bank of America,In progress,Yes,
1387692,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37229,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,Yes
1387713,Credit card,,Delinquent account,,NY,14221,Web,05/21/2015,05/21/2015,Barclays,Closed with explanation,Yes,
1387723,Bank account or service,Other bank product/service,Deposits and withdrawals,,CA,96218,Web,05/21/2015,05/21/2015,East West Bank,Closed with explanation,Yes,
1387694,Mortgage,Other mortgage,Other,,FL,32825,Referral,05/21/2015,05/27/2015,Bank of America,Closed with explanation,Yes,
1387709,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,MI,48314,Web,05/21/2015,05/21/2015,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
1387738,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,TX,75228,Web,05/21/2015,05/21/2015,Transworld Systems Inc.,Closed with explanation,Yes,
1387686,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,MO,63123,Web,05/21/2015,05/21/2015,Bank of America,In progress,Yes,
1386218,Credit card,,Credit determination,,OH,43229,Fax,05/21/2015,05/27/2015,Citibank,Closed with explanation,Yes,Yes
1387751,Credit reporting,,Incorrect information on credit report,Account status,GA,31522,Web,05/21/2015,05/21/2015,Experian,Closed with non-monetary relief,Yes,
1386462,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,TX,78526,Web,05/21/2015,05/21/2015,Arbor Residential Mortgage LLC,In progress,Yes,
1387752,Credit reporting,,Incorrect information on credit report,Public record,GA,31522,Web,05/21/2015,05/22/2015,Experian,Closed with non-monetary relief,Yes,
1387567,Credit reporting,,Incorrect information on credit report,Public record,CA,92111,Web,05/21/2015,05/21/2015,"On-Site Manager, Inc.",Closed with non-monetary relief,Yes,
1387579,Money transfers,International money transfer,Fraud or scam,,TX,77705,Phone,05/21/2015,05/22/2015,Western Union,Closed with explanation,Yes,Yes
1387656,Credit reporting,,Incorrect information on credit report,Account status,CO,81212,Web,05/21/2015,05/21/2015,TransUnion,Closed with explanation,Yes,
1387655,Credit reporting,,Incorrect information on credit report,Account status,NC,27604,Referral,05/21/2015,06/11/2015,Experian,Closed with non-monetary relief,Yes,
1387537,Mortgage,FHA mortgage,Credit decision / Underwriting,,GA,31909,Web,05/21/2015,05/21/2015,Carrington Mortgage,In progress,Yes,
1387935,Consumer loan,Installment loan,Problems when you are unable to pay,,OH,43901,Web,05/21/2015,05/28/2015,Citibank,Closed with non-monetary relief,Yes,
1387657,Credit reporting,,Credit monitoring or identity protection,Billing dispute,PA,18966,Web,05/21/2015,05/27/2015,First Data Corporation,In progress,Yes,
1387631,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33173,Web,05/21/2015,05/21/2015,Seterus,Closed with explanation,Yes,Yes
1386908,Credit card,,Other,,WA,98230,Web,05/21/2015,05/21/2015,U.S. Bancorp,Closed with non-monetary relief,Yes,
1387649,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,WA,98103,Referral,05/21/2015,05/27/2015,Bank of America,Closed with explanation,Yes,
1388686,Credit card,,Payoff process,,AZ,85044,Web,05/21/2015,05/22/2015,JPMorgan Chase,Closed with explanation,Yes,
1387545,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NJ,08016,Web,05/21/2015,05/21/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1387660,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,FL,33617,Web,05/21/2015,05/27/2015,TransUnion,Closed with explanation,Yes,
1388691,Debt collection,Auto,Taking/threatening an illegal action,Threatened to sue on too old debt,WA,98198,Web,05/21/2015,05/22/2015,"Orions Management Group, LLC",Closed with explanation,Yes,
1387013,Credit card,,Closing/Cancelling account,,GA,30097,Postal mail,05/21/2015,05/27/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1387470,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,DC,20020,Web,05/21/2015,05/29/2015,"Protas, Spivok & Collins, LLC",Untimely response,No,
1387511,Credit card,,Billing disputes,,CA,91710,Web,05/21/2015,05/21/2015,JPMorgan Chase,Closed with explanation,Yes,Yes
1387646,Student loan,Non-federal student loan,Dealing with my lender or servicer,,OR,97123,Web,05/21/2015,05/27/2015,Heartland Payment Systems,Closed with explanation,Yes,Yes
1386704,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33131,Web,05/21/2015,05/21/2015,Sallie Mae,Closed with explanation,Yes,
1387474,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,OH,43206,Web,05/21/2015,05/21/2015,TransUnion,Closed with non-monetary relief,Yes,
1387011,Bank account or service,Checking account,"Account opening, closing, or management",,CA,95621,Phone,05/21/2015,05/22/2015,U.S. Bancorp,Closed with monetary relief,Yes,
1387643,Debt collection,,Communication tactics,Frequent or repeated calls,IL,61115,Web,05/21/2015,05/28/2015,"Arnold Scott Harris, P.C.",Closed with explanation,Yes,
1387037,Credit card,,Closing/Cancelling account,,IA,52101,Postal mail,05/21/2015,05/27/2015,JPMorgan Chase,Closed with explanation,Yes,
1386617,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,32825,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1387670,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NY,10011,Web,05/21/2015,05/21/2015,"Diversified Consultants, Inc.",Closed with explanation,Yes,
1386419,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,78665,Referral,05/21/2015,05/27/2015,Nationstar Mortgage,Closed with explanation,Yes,
1386464,Mortgage,VA mortgage,"Application, originator, mortgage broker",,GA,30273,Web,05/21/2015,05/21/2015,Bank of America,In progress,Yes,
1386461,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,ID,83501,Web,05/21/2015,05/21/2015,Wells Fargo,In progress,Yes,
1388349,Credit reporting,,Incorrect information on credit report,Public record,SC,29223,Web,05/21/2015,05/22/2015,Experian,Closed with non-monetary relief,Yes,
1386175,Credit card,,Delinquent account,,CA,92308,Phone,05/21/2015,05/22/2015,Capital One,Closed with explanation,Yes,
1386927,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,17815,Web,05/21/2015,05/27/2015,Ocwen,Closed,Yes,Yes
1388333,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,45714,Web,05/21/2015,05/22/2015,The Huntington National Bank,Closed,Yes,
1387755,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,15963,Referral,05/21/2015,05/27/2015,Ocwen,Closed with explanation,Yes,Yes
1386443,Bank account or service,Checking account,Deposits and withdrawals,,CA,92551,Referral,05/21/2015,05/27/2015,Bank of America,Closed with explanation,Yes,
1386458,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30024,Referral,05/21/2015,05/27/2015,Wells Fargo,Closed with explanation,Yes,
1386185,Credit card,,Credit determination,,TX,75205,Web,05/21/2015,05/21/2015,BBVA Compass,Closed with non-monetary relief,Yes,Yes
1386431,Bank account or service,Checking account,Deposits and withdrawals,,MI,48186,Web,05/21/2015,05/21/2015,RBS Citizens,In progress,Yes,
1386441,Consumer loan,Vehicle loan,Taking out the loan or lease,,MD,20721,Web,05/21/2015,05/27/2015,Navy FCU,In progress,Yes,
1386422,Credit card,,Transaction issue,,NV,,Web,05/21/2015,05/21/2015,Bank of America,Closed with explanation,Yes,
1386434,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,92879,Referral,05/21/2015,05/27/2015,Specialized Loan Servicing LLC,Closed with explanation,Yes,
1386427,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,46060,Web,05/21/2015,05/21/2015,TransUnion,Closed with explanation,Yes,
1386424,Credit reporting,,Incorrect information on credit report,Personal information,,92592,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1386426,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,46060,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1386399,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,,92623,Web,05/21/2015,05/21/2015,Equifax,Closed with explanation,Yes,
1386304,Credit reporting,,Incorrect information on credit report,Public record,MI,48125,Web,05/21/2015,05/21/2015,Experian,In progress,Yes,
1387029,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,IL,60084,Web,05/21/2015,05/21/2015,Ocwen,Closed with explanation,Yes,
1388076,Credit card,,Credit line increase/decrease,,CA,91502,Web,05/21/2015,05/21/2015,Capital One,Closed with explanation,Yes,
1386408,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CA,91020,Web,05/21/2015,05/21/2015,Seterus,In progress,Yes,
1386403,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,SC,29223,Web,05/21/2015,05/21/2015,Citibank,Closed with non-monetary relief,Yes,
1388128,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,NY,12771,Fax,05/21/2015,05/27/2015,RBS Citizens,Closed with explanation,Yes,
1386460,Credit card,,Credit card protection / Debt protection,,WA,98661,Web,05/21/2015,05/29/2015,Suttell & Hammer P.S.,Closed with explanation,No,
1388311,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,WA,98155,Web,05/21/2015,05/27/2015,Experian,Closed with non-monetary relief,Yes,Yes
1388131,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,IL,60445,Web,05/21/2015,05/22/2015,TransUnion,Closed with explanation,Yes,
